views,likes,set_id,iid1,iid2,iid3,iid4,iid5,iid6,iid7,iid8,color_1,color_2,color_3,color_4
177,62,216685944,19,25,28,261,38,105,57,200,brown,red,orange,none
2283,417,197170719,4,18,261,37,57,205,167,140,black,gray,green,none
17,5,172906373,2,2,47,62,1967,200,0,0,white,red,blue,purple
11969,1743,173429573,4506,162,177,176,3336,316,316,4240,black,blue,none,none
110,35,215283982,4,46,65,57,196,0,0,0,black,brown,gray,none
387,33,114429620,104,29,49,259,64,65,65,62,red,blue,none,none
25,4,211417363,259,104,29,49,0,0,0,0,blue,gray,none,none
2165,765,200559288,104,240,43,47,949,0,0,0,black,none,none,none
132,60,216778334,19,24,28,36,105,0,0,0,black,none,none,none
2660,846,211265412,17,9,47,38,197,3336,0,0,black,brown,none,none
2787,373,191902308,104,24,8,49,36,57,0,0,white,none,none,none
100,16,142920410,5,25,43,37,65,62,64,0,black,red,none,none
9173,1466,199088605,11,237,37,57,47,0,0,0,black,none,none,none
1321,22,116372133,11,25,237,47,55,57,196,200,white,black,red,blue
933,220,216734470,19,104,240,43,38,55,0,0,black,none,none,none
2305,748,214381482,11,25,10,43,37,62,78,0,orange,none,none,none
148,42,198443571,5,61,106,64,62,222,4514,0,white,black,red,none
897,190,215073831,4,4,37,61,64,55,57,335,black,none,none,none
17,10,205735846,17,237,47,37,64,196,200,197,white,black,red,blue
1532,264,200422647,11,9,43,36,95,106,60,0,black,none,none,none
1046,166,183115904,104,237,261,65,4428,78,0,0,white,black,none,none
1028,81,148140830,5,24,43,38,64,62,64,105,white,black,red,gray
223,179,216804005,4,265,40,1967,95,107,0,0,black,brown,red,blue
595,235,216546015,194,190,201,199,51,62,62,38,white,brown,red,blue
2682,497,208098217,17,24,237,41,36,106,64,57,black,white,blue,gray
281,20,176646300,243,43,318,106,64,55,200,222,black,brown,white,yellow
94,40,169968307,21,241,266,38,106,64,62,200,black,red,gray,none
125,39,202996411,275,278,293,304,306,4472,4467,4476,white,black,none,none
3428,1131,213950066,17,24,9,42,258,40,4428,196,brown,none,none,none
6238,644,163150338,18,104,29,46,62,58,193,207,white,black,yellow,none
105,17,108373549,17,29,43,61,65,65,62,201,white,yellow,none,none
6352,1122,189381382,11,9,49,40,51,3336,0,0,white,black,blue,gray
3328,225,202015776,4,43,37,38,64,4276,0,0,black,blue,none,none
3682,169,117985080,4,25,47,62,0,0,0,0,blue,none,none,none
1608,148,111064652,6,43,38,64,60,0,0,0,black,none,none,none
374,184,216930293,21,25,241,42,259,57,0,0,white,black,none,none
222,41,206506669,4495,29,50,318,0,0,0,0,black,red,blue,none
239,84,216734354,19,21,241,261,37,106,64,65,blue,green,none,none
122,13,179563847,19,8,266,39,222,227,311,0,white,blue,none,none
59,3,214552660,6,46,38,64,0,0,0,0,gray,none,none,none
312,136,214304989,3,25,43,38,106,62,64,196,purple,black,none,none
18233,466,207493019,19,261,318,67,64,55,0,0,black,red,brown,yellow
9193,860,178786132,104,9,46,65,3336,3336,0,0,purple,yellow,none,none
6943,864,168898746,4,250,46,37,106,55,77,0,white,black,red,yellow
1303,388,214944936,104,236,9,43,36,61,64,0,black,red,gray,yellow
1822,736,216207883,19,24,28,42,37,65,62,57,black,gray,yellow,none
839,94,133070674,4495,41,259,4428,55,333,29,0,blue,none,none,none
38,3,211351931,11,25,241,264,259,1967,105,173,black,blue,none,none
219,57,201877442,11,29,315,46,36,187,0,0,white,black,none,none
81,6,153178061,11,9,43,38,62,55,57,0,black,none,none,none
151,51,216902623,17,8,46,38,57,222,0,0,white,black,red,none
50,24,182291976,21,25,241,261,106,200,222,0,black,red,none,none
230,5,157643693,6,46,60,62,64,95,0,0,white,black,red,yellow
56,6,190917647,272,278,305,304,4520,4463,300,303,white,black,blue,gray
941,144,215235259,25,237,49,259,55,4438,0,0,white,black,green,none
6635,775,180998309,11,24,9,43,37,196,95,74,black,blue,none,none
25,2,173242985,5,24,43,61,65,57,222,0,red,none,none,none
419,105,216707254,19,24,240,49,259,51,95,0,black,gray,none,none
30,5,182427192,182,182,97,77,0,0,0,0,black,none,none,none
79,5,176153923,104,29,49,259,106,65,58,1967,black,blue,none,none
587,213,216751855,2,2,37,106,200,93,0,0,brown,red,none,none
2046,121,107313598,21,25,8,69,261,318,65,55,white,black,gray,none
1081,420,213631952,3,24,261,105,193,0,0,0,blue,gray,none,none
1830,702,214418916,4,43,37,200,197,186,199,95,black,red,none,none
1755,308,195764404,4,25,43,43,64,338,196,199,black,red,blue,none
520,90,142022479,17,24,42,36,278,0,0,0,black,gray,none,none
1200,196,136543194,4,18,261,62,1967,195,184,201,white,black,blue,none
25,3,173120195,75,41,62,1967,200,64,0,0,black,red,gray,none
60,3,154945475,4495,104,29,49,259,55,1967,110,red,blue,gray,none
57,7,174053567,17,19,237,49,0,0,0,0,red,blue,green,none
56,16,205486114,11,10,43,64,1967,200,198,0,purple,white,red,none
2477,122,115822955,104,25,28,43,36,0,0,0,black,red,blue,none
800,318,216862566,19,27,251,259,197,222,41,0,black,none,none,none
126,16,189817221,11,11,8,261,65,64,62,0,white,black,gray,none
120,26,206922074,21,24,29,46,318,62,214,60,black,red,blue,brown
15,19,215048988,222,3,3,3,3,0,0,0,white,red,none,none
126,182,217003282,21,29,259,38,162,3336,167,2,white,gray,none,none
14623,13,129669079,4,43,38,64,62,0,0,0,red,blue,none,none
690,229,208433068,186,196,200,222,67,65,38,41,white,red,gray,none
2579,1029,213853003,28,2,47,1967,57,196,187,222,red,green,none,none
463,119,210431962,3,43,37,64,0,0,0,0,gray,none,none,none
7284,3379,169685114,11,29,46,37,106,57,0,0,black,gray,none,none
463,95,216253355,19,236,240,261,37,38,57,198,white,black,gray,none
930,166,216780517,15,2,318,62,0,0,0,0,white,black,gray,none
3209,702,214414022,19,8,49,37,62,93,77,0,white,red,gray,green
53062,1162,178848256,17,24,237,76,0,0,0,0,white,none,none,none
113,55,216612850,104,24,8,264,36,62,55,57,black,brown,none,none
26,4,175011680,11,29,261,40,65,64,196,201,white,brown,yellow,none
920,66,108958022,17,240,49,106,186,95,211,218,white,blue,green,yellow
4229,754,206970293,17,236,8,318,43,171,0,0,white,black,none,none
2378,500,200267739,17,332,46,57,318,0,0,0,white,none,none,none
206,124,168993615,98,57,106,39,11,241,42,0,white,black,red,gray
95,7,205521262,3,46,38,62,95,340,0,0,white,blue,yellow,none
5,97,217014554,275,278,4456,292,65,0,0,0,black,blue,yellow,none
12502,2108,195034976,17,26,28,43,35,64,106,0,black,none,none,none
190,33,129795952,21,25,237,264,333,74,227,0,black,none,none,none
187,33,195519801,21,29,49,61,106,65,62,64,black,white,red,blue
1350,234,208649650,11,9,261,37,0,0,0,0,black,none,none,none
699,276,216805354,194,93,197,200,196,200,95,211,red,none,none,none
2144,374,144108791,11,8,46,64,0,0,0,0,orange,none,none,none
269,25,194591807,11,7,46,258,1967,57,95,340,black,none,none,none
2173,410,188926742,17,25,237,65,65,65,65,65,yellow,none,none,none
19336,421,216187757,49,259,1967,58,4495,25,8,55,red,yellow,none,none
2119,419,215437409,49,1967,76,4495,25,29,259,259,white,black,gray,none
406,7,158366779,21,9,2,43,36,62,61,0,white,blue,yellow,none
162,8,175549477,6,43,37,64,201,95,93,0,white,black,green,none
181,15,179293852,21,237,261,58,0,0,0,0,white,black,none,none
3957,434,152130081,24,29,8,261,53,1967,36,0,purple,black,none,none
142,4,156910488,9,75,2,263,62,58,187,0,black,red,none,none
2619,660,200986645,11,10,46,318,62,55,182,0,white,none,none,none
615,120,201001814,237,46,36,60,11,0,0,0,white,black,none,none
259,141,212339358,19,24,8,264,35,64,62,57,white,black,none,none
503,107,155819141,17,237,43,38,106,106,65,62,white,blue,gray,yellow
8,2,186556653,1967,62,64,65,19,241,42,199,red,green,none,none
589,204,185158309,17,2,46,38,57,237,0,0,white,blue,none,none
57,7,165879176,18,237,2,46,318,106,189,197,black,brown,white,blue
1599,192,199821559,4,43,37,64,4438,0,0,0,red,none,none,none
55,6,203955931,4495,28,36,61,64,1967,297,200,white,black,red,yellow
5925,348,122238495,17,236,29,43,36,200,4438,4438,black,red,green,none
797,186,199825072,17,28,46,37,57,0,0,0,black,red,brown,none
37,3,158902722,104,25,240,46,258,1967,179,0,white,brown,blue,none
3448,499,214181341,17,9,261,37,106,74,0,0,black,brown,none,none
9236,368,127237993,21,26,9,261,37,62,60,57,white,black,gray,none
3841,314,154415686,104,27,46,318,0,0,0,0,black,white,red,blue
3004,376,215202296,4,24,261,37,95,184,74,0,black,red,green,none
2608,1001,213920107,4,11,24,27,41,57,196,95,black,none,none,none
3500,1034,201596873,15,15,1605,46,36,55,0,0,white,none,none,none
8058,459,212504695,21,9,43,259,196,95,0,0,black,blue,none,none
459,185,214174838,19,24,27,261,259,61,64,64,white,black,blue,none
1242,269,209127255,4,19,69,266,318,105,194,0,red,gray,none,none
5725,1366,200633853,3,11,46,37,62,1967,57,196,black,brown,white,orange
332,143,216783154,11,28,265,37,64,107,186,0,black,gray,yellow,none
855,221,205629787,17,29,46,38,1967,1967,208,182,blue,yellow,none,none
32,3,210303393,237,2,43,190,200,0,0,0,white,brown,blue,none
3820,762,210904103,19,7,49,38,65,140,0,0,black,blue,none,none
396,127,216783153,4,25,261,318,55,57,187,187,black,red,none,none
4718,1795,179208445,2,46,36,304,204,213,3336,316,white,black,green,none
75,53,216695486,4,29,46,38,106,65,64,106,white,black,gray,none
188,40,205927977,11,29,49,37,57,0,0,0,white,black,red,none
3929,221,120122680,15,238,43,37,57,0,0,0,white,black,gray,none
1299,248,212282058,24,9,261,318,64,53,105,57,black,blue,orange,purple
603,44,142242920,6,43,64,61,62,200,222,196,black,white,red,blue
4667,2222,216450489,19,28,49,37,35,62,105,57,black,gray,none,none
2060,168,191158410,11,2,43,37,64,0,0,0,white,black,yellow,none
59,57,216946003,4,46,36,62,186,93,93,4438,white,black,none,none
87,68,216946001,4496,27,47,37,64,57,198,0,black,blue,gray,none
67,10,153574449,11,237,43,318,106,64,199,194,black,red,none,none
1012,255,190407178,11,24,332,43,0,0,0,0,white,blue,none,none
13,3,216662634,4,24,43,62,53,186,190,194,black,white,red,blue
607,164,198808622,200,28,24,17,36,261,78,0,white,black,red,none
8018,959,209285401,17,8,310,43,40,65,64,57,black,brown,red,yellow
1009,280,216493757,4,25,42,259,57,1967,0,0,black,gray,none,none
1001,98,121883700,3,43,318,64,1967,58,106,227,black,none,none,none
1860,742,213129099,19,8,261,38,60,202,200,182,red,gray,none,none
3175,977,215929389,19,237,49,37,64,65,57,222,black,red,gray,none
659,103,187583597,11,29,47,40,57,0,0,0,black,blue,none,none
3933,1124,201367245,11,27,46,57,55,0,0,0,blue,none,none,none
5356,1163,215336360,17,4452,41,1967,57,76,0,0,black,blue,gray,none
608,183,216756057,21,25,237,261,38,65,57,0,black,yellow,none,none
329,124,216879394,19,261,38,237,0,0,0,0,blue,none,none,none
12685,517,213826234,24,47,67,55,0,0,0,0,blue,none,none,none
96,8,153353591,104,31,4518,29,62,64,1967,223,red,none,none,none
117,21,164214942,17,25,9,261,106,55,0,0,white,brown,gray,none
246,64,201776971,19,29,261,318,58,0,0,0,purple,black,gray,none
184,11,106934211,21,24,27,263,259,106,64,65,black,white,blue,green
1639,165,204379962,5,25,43,38,190,0,0,0,black,red,none,none
296,130,216692102,24,2,47,37,0,0,0,0,blue,none,none,none
250,110,216969863,4,25,43,318,211,214,0,0,black,gray,none,none
764,270,213193195,19,25,9,42,55,186,222,110,white,blue,none,none
61844,804,212776176,19,27,49,259,64,60,1967,57,black,none,none,none
528,110,186855894,17,28,261,36,102,0,0,0,white,black,red,none
299,19,174068577,21,9,266,55,200,0,0,0,white,black,red,blue
2951,760,216073558,3,25,43,38,64,0,0,0,white,black,red,gray
9,3,193401798,11,25,237,263,0,0,0,0,black,blue,none,none
353,29,148803772,104,29,49,318,106,64,1967,93,white,black,red,none
1506,16,138679009,11,241,41,318,57,227,77,0,black,none,none,none
162,10,165654562,5,37,62,261,0,0,0,0,white,none,none,none
437,96,216133669,3,43,38,318,62,190,222,140,black,white,red,blue
104,3,120250266,61,62,64,200,0,0,0,0,red,yellow,none,none
531,69,182490248,11,29,46,36,62,0,0,0,white,black,none,none
27,15,216273684,19,27,41,37,1967,223,0,0,black,red,none,none
65240,1820,195319394,11,9,43,38,65,64,106,62,black,brown,none,none
2956,51,115821369,49,286,222,102,0,0,0,0,black,white,red,blue
1966,702,216012263,19,18,2,261,318,106,64,57,white,blue,green,gray
173,66,194944379,3,46,38,1967,200,197,186,95,white,black,red,gray
162,9,172067662,11,25,237,49,259,65,0,0,blue,green,yellow,none
132,91,216908025,5,24,46,318,182,4438,140,0,white,black,gray,orange
9954,609,120801741,11,9,46,37,24,0,0,0,black,white,red,blue
693,274,205649948,17,10,46,40,60,197,200,4438,white,red,purple,none
20,10,200466154,11,28,46,318,62,0,0,0,black,white,red,blue
7031,883,201108210,104,28,46,37,57,190,197,200,purple,black,white,red
1592,753,205475880,29,1606,46,37,1967,57,196,200,white,black,red,yellow
179,16,158254427,4,261,62,65,64,55,0,0,red,gray,yellow,none
895,330,215515618,4,4,25,46,0,0,0,0,white,blue,none,none
1134,229,214028246,5,18,240,245,264,318,3336,0,black,none,none,none
6054,308,112543923,19,28,69,261,37,62,64,58,black,blue,none,none
2389,116,193290825,21,236,240,265,52,57,0,0,black,brown,none,none
3108,132,121842294,104,17,29,261,65,62,65,62,black,white,red,blue
439,16,113937512,11,9,43,38,62,64,106,0,white,black,gray,green
151,4,192411594,5,21,25,237,46,262,318,38,black,white,red,yellow
881,205,191559056,4,24,265,37,67,65,64,65,red,yellow,none,none
3662,842,211482035,19,27,42,37,64,55,0,0,black,brown,blue,orange
1897,182,119486725,58,65,38,5,141,4438,0,0,blue,none,none,none
12768,359,216007760,61,21,25,9,261,259,0,0,gray,black,blue,yellow
6848,1639,196572577,11,25,9,46,35,57,197,200,black,white,red,blue
384,25,126653273,4,43,38,64,65,200,197,201,red,none,none,none
3828,568,209707037,19,9,47,318,62,0,0,0,black,red,blue,gray
193,23,155699051,21,236,28,46,37,196,95,211,white,brown,red,none
772,263,203090502,17,29,46,36,106,64,0,0,yellow,none,none,none
150140,1469,184307148,4495,27,49,49,259,0,0,0,white,blue,green,none
27,10,181675449,200,1967,64,62,62,259,5,18,white,red,orange,yellow
2537,820,214076158,5,261,38,106,65,65,1967,200,black,red,yellow,none
354,171,216386913,11,24,9,43,37,106,106,106,red,yellow,none,none
1318,186,206988400,17,29,265,318,55,1967,3336,316,red,none,none,none
80,31,211971171,11,25,9,261,0,0,0,0,black,blue,none,none
158,7,197519696,5,251,108,108,246,36,37,64,white,black,none,none
78,29,192768294,93,319,194,188,194,200,197,211,white,brown,red,orange
1407,449,205243321,243,43,37,61,64,57,0,0,brown,black,white,yellow
1119,282,215244858,2,9,43,37,106,55,57,0,black,blue,none,none
69,5,191477140,104,25,10,46,318,57,0,0,white,black,red,none
659,257,215480127,19,27,37,57,261,0,0,0,black,none,none,none
5565,1296,178990190,19,8,49,318,95,222,0,0,black,blue,none,none
215,22,180854144,11,25,8,69,261,259,62,57,blue,gray,none,none
120,12,197571396,11,240,43,37,60,0,0,0,brown,none,none,none
371,147,206082710,4,11,41,37,65,196,200,196,black,red,blue,none
246,46,215217082,21,25,29,261,57,0,0,0,blue,none,none,none
88,35,212682022,11,9,43,227,0,0,0,0,red,none,none,none
486,241,216071722,3,46,38,106,62,64,4438,0,white,black,red,yellow
1074,88,141170139,17,27,41,37,0,0,0,0,black,blue,gray,none
15055,1869,171472308,104,25,9,47,37,55,194,308,black,red,blue,none
558,237,216329782,5,24,263,318,57,0,0,0,black,brown,none,none
13968,430,105471890,11,29,49,37,62,65,57,190,white,blue,yellow,none
571,287,208353140,24,24,2,43,37,93,0,0,black,red,none,none
2166,907,208243066,17,11,28,46,318,106,64,1967,blue,yellow,none,none
892,368,215481442,271,271,305,41,71,0,0,0,black,gray,none,none
1091,340,211140071,11,24,28,43,37,200,222,0,black,red,gray,yellow
6,4,209511350,11,24,29,261,259,65,61,1967,purple,blue,yellow,none
126,17,203850953,21,27,49,318,55,57,4456,141,white,black,none,none
168,120,216948128,201,219,228,106,67,259,3,251,black,yellow,none,none
114,4,141043474,5,24,251,47,37,62,55,0,white,black,gray,none
356,73,215780719,4,24,46,62,143,3336,311,0,white,none,none,none
2808,196,124106188,4495,25,8,49,38,57,4438,4479,white,green,none,none
1490,551,209775432,4,24,46,318,200,186,95,0,black,red,gray,yellow
2499,438,211021394,4,236,261,318,64,0,0,0,black,gray,none,none
79,8,214008924,4,46,38,200,171,0,0,0,red,gray,yellow,none
131,49,187491498,21,237,49,259,35,64,62,333,black,red,yellow,none
4058,185,116615113,21,27,43,37,106,0,0,0,white,blue,none,none
231,14,173164510,17,237,47,259,0,0,0,0,black,red,blue,gray
1299,256,201082884,4,25,46,36,55,4438,0,0,blue,green,none,none
1869,439,216732920,19,25,9,46,38,55,182,0,black,blue,none,none
37,8,216635840,4,261,64,62,55,0,0,0,black,yellow,none,none
630,33,188132321,21,24,237,261,0,0,0,0,white,none,none,none
901,256,215702757,11,28,28,43,36,4428,24,0,black,gray,none,none
18874,2305,185622871,5,46,38,200,0,0,0,0,black,red,yellow,none
13,7,198748096,11,237,41,55,1967,4426,0,0,blue,yellow,none,none
14,6,205776824,11,237,245,49,259,65,62,200,white,black,red,yellow
75,42,216604412,11,24,27,43,37,106,64,0,white,black,red,none
240,74,216472037,4,65,65,59,57,222,0,0,red,gray,none,none
973,209,210199990,4,25,261,37,64,0,0,0,white,black,yellow,none
1768,279,213058297,19,8,37,64,1967,55,95,0,white,red,yellow,none
4192,449,208243283,17,9,46,36,199,95,339,0,white,black,gray,none
5368,249,135259716,21,24,28,41,318,105,0,0,white,black,none,none
1508,321,208244173,4,24,264,37,61,64,1967,57,white,brown,black,none
31,3,207533345,11,7,46,1967,58,51,1967,0,red,none,none,none
3657,292,178669686,4503,174,177,182,4438,182,139,139,orange,none,none,none
1881,130,121102913,11,25,240,265,318,62,55,57,black,red,blue,none
616,54,123580357,104,251,7,262,58,1967,0,0,black,red,yellow,none
938,285,215326840,297,303,4472,24,2,259,0,0,black,blue,none,none
745,206,216457389,3,24,37,64,222,222,43,0,black,none,none,none
2764,1094,204608653,11,29,48,37,62,199,95,0,blue,none,none,none
1702,615,216179665,19,24,237,261,37,61,105,0,white,black,blue,gray
77,32,212248226,4454,278,4456,4522,290,0,0,0,black,blue,none,none
1060,138,119349744,95,55,259,11,237,261,3336,316,black,blue,gray,none
68843,1528,187032521,17,24,27,265,265,36,62,95,white,black,none,none
176,65,206054645,21,25,29,49,57,0,0,0,black,blue,none,none
1598,210,152106431,236,28,2,265,4428,177,316,0,white,black,gray,none
107,75,216610369,4,266,259,64,62,69,0,0,black,red,none,none
1232,429,208060029,3,4,57,311,49,0,0,0,white,none,none,none
280,112,206636382,11,24,332,46,65,0,0,0,white,none,none,none
565,146,212540619,4,24,41,36,105,1967,57,187,black,red,none,none
27,9,205857004,1607,1606,46,200,0,0,0,0,brown,none,none,none
69,20,211574778,104,237,49,37,60,51,58,1967,black,brown,gray,none
381,195,216831093,11,9,46,37,64,0,0,0,white,black,yellow,none
296,10,116651562,104,25,25,253,41,259,55,0,purple,blue,gray,none
45,4,108926692,11,237,261,38,62,55,98,0,red,gray,yellow,none
2763,1727,216024275,19,9,266,4428,196,214,3336,0,white,black,none,none
170,49,212896980,4,261,38,106,64,196,200,177,purple,red,gray,yellow
4030,441,207552622,4,41,36,200,197,95,0,0,red,none,none,none
141,18,214444323,29,49,200,11,0,0,0,0,red,blue,green,none
128,10,205871144,104,241,259,65,64,106,316,316,blue,yellow,none,none
218,201,216948434,4,42,36,64,65,200,199,198,black,white,red,yellow
1844,645,200599762,17,27,46,259,0,0,0,0,white,black,none,none
724,503,211898345,19,237,42,37,0,0,0,0,black,blue,gray,none
143,10,183795449,19,28,43,36,64,0,0,0,black,none,none,none
1570,339,213451661,4,24,47,67,222,37,0,0,black,none,none,none
907,168,182893236,17,25,9,43,37,62,106,64,black,yellow,none,none
390,217,216865819,315,9,43,318,57,196,196,95,black,red,gray,none
4719,918,190696228,11,25,237,261,318,57,0,0,black,red,gray,none
1525,421,212291643,4,24,41,38,64,0,0,0,white,black,green,none
517,53,153400104,21,237,49,259,1967,0,0,0,white,black,blue,none
16,10,214805950,18,21,237,41,259,61,62,1967,white,black,blue,none
737,274,197173413,4495,21,29,49,259,0,0,0,black,gray,yellow,none
862,278,211478511,19,24,8,264,259,106,57,0,black,gray,none,none
948,468,216785265,17,236,9,46,38,106,64,0,white,yellow,none,none
347,11,108957718,17,104,9,261,318,60,106,55,white,black,red,yellow
342,51,189390430,19,24,241,37,196,222,340,108,black,none,none,none
27,2,191076067,236,261,37,106,64,62,57,0,red,none,none,none
27,17,213519622,4454,278,4463,4472,300,56,0,0,black,none,none,none
536,380,216836036,4495,9,47,37,65,64,57,200,black,red,blue,yellow
163,64,208453218,4,46,37,55,78,0,0,0,green,none,none,none
52,3,204123364,4495,237,49,62,1967,4428,0,0,white,none,none,none
832,224,203258202,4,1606,46,37,62,55,57,0,red,orange,yellow,none
1229,399,210880500,4495,7,41,37,4428,196,0,0,black,none,none,none
236,65,175879460,104,318,106,64,1967,57,4448,0,gray,none,none,none
134,8,173188313,11,9,43,38,65,65,64,200,black,red,yellow,none
3736,977,204754140,104,28,46,38,62,57,196,200,black,red,yellow,none
1908,371,188563094,17,28,43,36,0,0,0,0,black,yellow,none,none
754,165,194627086,6,46,38,106,64,196,200,0,white,red,blue,yellow
371,36,166096311,11,11,26,29,46,37,62,106,black,brown,white,red
1822,642,213092219,259,40,106,1967,51,190,214,229,black,brown,white,blue
1405,314,215293032,42,319,194,187,4,24,318,0,red,gray,none,none
14028,256,128146791,26,244,49,37,106,62,222,0,black,brown,red,blue
3149,1250,204924153,11,241,49,37,1967,3336,316,0,white,black,blue,yellow
130184,2722,208477596,19,21,237,261,259,37,62,64,gray,white,blue,orange
4486,279,188180228,21,9,46,37,4438,0,0,0,black,none,none,none
19,13,216687210,11,11,9,245,46,37,65,60,white,red,none,none
1732,109,171513411,11,2,41,38,0,0,0,0,white,black,none,none
2943,465,155614552,253,2,69,1967,201,55,0,0,white,brown,red,none
3194,811,216317485,5,24,43,36,64,1967,57,200,red,yellow,none,none
513,163,203049048,4,42,37,57,200,76,0,0,red,none,none,none
146,28,202661891,104,25,27,43,37,64,58,1967,white,black,red,blue
247,6,156311865,104,25,28,62,62,65,4448,0,yellow,none,none,none
303,3,109604378,261,37,62,65,64,200,4,0,black,white,red,yellow
309,82,157011276,104,241,47,64,0,0,0,0,gray,none,none,none
527,4,142098491,21,25,237,261,65,61,60,0,white,black,red,none
2434,1363,211815111,19,237,47,38,65,57,190,200,white,red,blue,none
132,28,200671556,17,28,245,46,318,62,61,65,white,black,blue,yellow
1936,535,212346661,11,24,9,46,318,0,0,0,black,gray,none,none
226,48,210409851,237,2,49,62,106,55,200,223,black,white,red,blue
3188,337,216536441,24,37,200,19,27,41,55,0,white,black,red,gray
2378,420,192116390,11,10,46,37,62,55,0,0,black,brown,white,red
14637,479,123372556,104,26,29,46,37,4438,4448,0,red,none,none,none
3977,1277,200651656,11,28,46,46,38,106,0,0,purple,black,gray,yellow
4777,180,113418550,104,29,46,38,64,106,61,1967,white,black,none,none
673,248,216607944,19,9,43,37,55,201,208,222,black,red,yellow,none
801,388,216607946,17,28,37,200,2,41,51,0,black,red,gray,none
4376,1397,215918692,19,18,24,253,261,55,4254,3336,white,black,orange,none
520,125,200666077,275,278,4456,297,305,304,4467,258,white,black,none,none
41,4,208778557,19,9,9,46,46,43,37,38,black,blue,none,none
87,42,196268277,21,237,261,106,64,106,58,199,black,orange,red,gray
84,15,199430105,244,43,38,64,1967,52,229,0,black,green,none,none
1235,139,176529269,17,25,8,43,36,0,0,0,black,red,yellow,none
2366,375,190775421,19,24,28,261,318,196,196,0,white,black,brown,gray
6,5,185229549,104,29,46,259,62,1967,52,199,white,black,brown,yellow
284,7,125760032,17,9,47,36,62,55,196,200,black,red,blue,none
53,10,195045979,21,29,49,258,55,1967,196,197,black,red,none,none
58,13,169267008,104,237,55,1967,197,199,95,2,white,black,green,none
1123,320,216828150,19,29,49,62,231,4438,0,0,black,white,red,blue
454,22,156297732,4,28,47,106,64,62,0,0,blue,none,none,none
115,37,216537839,8,315,264,318,106,200,0,0,brown,red,blue,yellow
153,88,216965426,4,25,42,37,0,0,0,0,black,red,gray,none
40,5,109925055,11,27,41,333,0,0,0,0,black,none,none,none
311,105,216122146,4,64,74,231,340,41,62,0,purple,gray,none,none
567,118,190687130,341,4458,4456,291,305,56,300,55,black,none,none,none
1050,439,216204869,4496,25,261,318,57,2,0,0,black,gray,none,none
11038,1168,208399619,19,9,261,318,105,0,0,0,black,none,none,none
16948,621,118911307,104,25,9,47,38,197,214,219,black,blue,orange,none
2061,244,182750333,25,237,39,55,0,0,0,0,black,blue,none,none
413,7,108424841,196,194,189,199,200,197,0,0,black,red,none,none
220,50,164822902,11,240,46,62,52,57,4438,0,white,black,blue,none
14,2,151572722,11,29,49,106,64,0,0,0,black,blue,none,none
5771,674,190687132,4,24,43,38,196,200,95,182,black,red,none,none
4262,171,138502499,11,237,49,259,4438,141,55,78,brown,blue,gray,none
71,7,214434916,275,4458,4456,297,305,4463,0,0,white,black,gray,none
492,90,216646906,4495,25,237,49,259,0,0,0,black,gray,none,none
61,19,208311954,4,4,25,25,46,40,199,319,white,black,red,blue
634,122,216461083,19,9,43,37,62,57,196,200,black,red,green,gray
558,94,215223740,17,8,251,47,260,64,57,0,black,red,gray,yellow
61,11,157458702,11,9,43,36,61,1967,95,223,black,red,none,none
2786,537,191188643,24,8,2,318,65,57,200,0,black,red,gray,none
3684,67,164441992,11,29,46,259,106,64,62,55,red,none,none,none
438,68,196617489,236,27,2,266,36,65,64,0,black,red,none,none
193,48,195320510,21,237,49,259,62,62,58,78,black,red,blue,yellow
952,259,215480162,19,8,261,37,105,311,0,0,black,blue,none,none
329,59,142793118,18,11,237,42,65,1967,200,222,white,black,blue,gray
4272,1255,179889431,4,49,57,3336,316,78,0,0,black,red,none,none
179,63,216260388,237,2,2,47,0,0,0,0,purple,gray,none,none
181,11,130853092,11,29,43,259,40,65,106,62,black,white,red,blue
479,122,201184227,11,9,37,62,106,0,0,0,black,gray,green,none
32,15,208551998,200,1967,106,36,25,237,76,4441,black,white,red,blue
4425,840,183289404,6,46,38,106,64,1967,200,95,white,red,yellow,none
2690,556,197564477,4,25,46,46,37,55,316,0,white,black,blue,none
918,80,194252145,5,43,43,38,0,0,0,0,white,black,none,none
35,12,198542123,11,8,8,43,0,0,0,0,black,none,none,none
3163,926,209410655,19,9,41,37,65,65,0,0,black,green,yellow,none
843,50,113495377,104,237,46,37,62,57,0,0,white,black,none,none
71,23,205936897,5,19,43,38,64,62,199,93,white,black,yellow,none
1103,418,204770578,11,8,28,47,37,62,106,195,white,red,blue,orange
1688,594,210604618,19,332,261,62,4428,95,222,222,white,black,red,blue
343,75,166377448,104,240,41,38,62,333,55,0,white,gray,none,none
3169,2378,210754783,104,236,29,49,38,57,1967,93,white,gray,none,none
6139,646,200040495,17,236,9,43,36,61,64,0,white,black,red,yellow
934,37,202514878,11,21,11,28,237,261,43,62,white,black,red,blue
1543,108,189696088,19,8,265,65,61,65,4438,313,white,black,red,yellow
15,6,206343852,19,237,49,259,1967,58,171,0,black,white,red,blue
1897,74,175168659,11,29,47,37,62,1967,186,0,white,black,brown,none
1410,403,215085293,4454,278,4456,305,304,4463,335,41,black,gray,none,none
61,27,204117098,11,41,259,64,62,200,223,29,black,red,blue,green
2250,415,189030918,17,24,8,43,37,61,64,106,black,red,gray,none
